region,product_category,price,discount,rating,marketing_score,seasonality_index,competitor_price,store_count,customer_satisfaction,delivery_time_days,online_ad_spend,units_sold,cost_price,revenue,profit,profit_margin,social_media_mentions,weather_impact_score
Oman,Shoes,189.55,0.47,4.47,62.09,1.25,142.52,52,82.51,13.4,12308.02,383,115.68,72599.27,28294.49,0.3897,,
Kuwait,Accessories,87.7,0.44,4.45,62.05,1.17,103.3,66,87.71,4.6,14503.71,698,68.41,61214.4,13466.25,0.22,5638,
Saudi Arabia,Shoes,151.58,0.09,4.65,26.48,0.82,139.83,47,61.62,3,13999.87,245,85.16,37136.67,16272.44,0.4382,3979,0.117872017
Qatar,Accessories,69.85,0.09,4.7,35.06,1.21,56.27,9,91.75,10.4,21306.47,605,49.33,42259,12412.17,0.2937,6158,
UAE,Shoes,175.17,0.17,4.96,20.51,0.75,150.46,16,68.47,2.2,8678.58,265,103.69,46418.79,18941.1,0.408,,
Bahrain,Apparel,65.55,0.48,,97.63,0.84,56.12,36,75.6,10.1,48891.27,561,43.3,36772.2,12478.43,0.3393,378,
Qatar,Shoes,130.62,0.11,4.36,56.8,0.99,104.75,9,,13.4,25672.57,319,82.06,41667.38,15489.05,0.3717,,
Qatar,Shoes,101.78,0.44,3.99,78.65,1.03,,63,60.72,8.2,6520.74,471,60.33,47937.39,19522.14,0.4072,2901,
Saudi Arabia,Accessories,89.88,0.36,3.45,32.58,1,,16,70.42,1.6,5240.56,483,73.7,43413.28,7815.08,0.18,,0.315740573
Kuwait,Accessories,70.45,0.18,3.46,71.81,0.77,55.17,58,81.29,12,47948.61,540,55.18,38042.45,8247.01,0.2168,8859,0.268668773
UAE,Shoes,88.25,0.39,3.3,80.02,1.1,,6,87,9,36552.49,413,49.45,36448.79,16027.06,0.4397,6470,0.634766074
Bahrain,Apparel,49.05,0.39,3.66,41.02,1.11,39.99,52,63.78,,14995.11,506,33.9,24820.14,7668.95,0.309,4753,
Oman,Accessories,73.03,0.04,3.77,65.88,0.98,56.15,8,82.67,1.9,7279.53,422,58.4,30816.87,6172.18,0.2003,,
Qatar,Shoes,238.33,0.46,3.54,78.75,1.1,211.36,27,87.3,1.7,17520.09,443,151.87,105578.46,38300.41,0.3628,,
Oman,Apparel,45.28,0.38,4.54,88.8,1.23,40.71,22,69.03,8.5,5994.96,594,29.9,26893.48,9135.83,0.3397,,
Kuwait,Accessories,57.83,0.45,4.63,59.29,0.77,64.59,51,72.27,3.6,18521.35,605,42.62,34986.27,9201.43,0.263,,
Saudi Arabia,Apparel,133.14,0.41,3.38,42.94,1.01,133.88,15,99.26,7.4,32515.13,451,98.01,60047.89,15847.59,0.2639,,0.533473432
Bahrain,Shoes,76.43,0.48,4.84,79.36,1.23,63.15,43,,5.8,42821.74,562,45.56,42951.48,17349.28,0.4039,,0.44781243
Qatar,Apparel,138.95,0.3,3.02,52.31,1.16,108.46,59,70.63,1.2,47287.37,513,99.89,71280.75,20036.24,0.2811,5916,0.545068865
Qatar,Accessories,85.46,0.21,3.46,24.36,0.79,87.46,9,65.96,9.4,45233.97,426,62.52,36407.01,9773.67,0.2685,,
UAE,Accessories,61.37,0.02,3.05,35.38,0.88,49.44,41,75.84,4.9,23498.39,460,49.57,28229.94,5428.19,0.1923,,0.676362912
Saudi Arabia,Shoes,225.21,0.27,4.19,70.05,1,266.69,67,97.46,10.1,27224.61,266,134.63,59905.57,24094.68,0.4022,1793,0.832666841
Saudi Arabia,Accessories,12.52,0.32,,88.21,1.08,9.75,52,81.41,2.1,4755.72,701,9.79,8777.85,1916.7,0.2184,1854,0.852991138
Saudi Arabia,Accessories,63.69,0.28,3.86,47.74,0.83,73.02,51,83.48,12.8,47042.66,588,49.24,37447.84,8496.2,0.2269,,
Qatar,Shoes,157.87,0.1,4.96,48.02,1.19,119.71,5,86.08,,11406.85,362,105.05,57147.4,19118.18,0.3345,,
Bahrain,Shoes,168.35,0.44,3.19,62.86,1.09,140.22,7,75.76,6.6,2856.91,319,111.29,53703.55,18201.14,0.3389,1831,0.321546454
Bahrain,Shoes,117.76,0.38,,80.41,0.96,114.45,47,86.17,10,7662.98,373,74.95,43922.95,15964.88,0.3635,,0.243219849
Bahrain,Accessories,31.35,0.23,3.2,30.32,0.85,27.64,53,79.83,5.2,46290.63,473,22.28,14830.7,4292.04,0.2894,,
UAE,Accessories,63.87,0.49,3.74,76.61,1.04,58.17,32,60.93,11,35954.58,710,47.08,45350.68,11926.31,0.263,7924,
UAE,Accessories,75.28,0.18,,67.37,1.01,91.58,56,72.42,13.2,32672.19,631,61.77,47501.47,8521.71,0.1794,1826,
Qatar,Accessories,75.49,0.3,4.52,27.62,1.12,76.79,35,72.6,3,48798.52,693,57.87,52317.81,12214.26,0.2335,,0.489265138
Kuwait,Accessories,60.47,0.35,,57.04,1.01,59.76,60,74.75,11.1,37063.42,622,43.43,37612.88,10599.64,0.2818,,0.234394254
UAE,Accessories,39.8,0.22,4.02,82.06,1.19,35.01,45,98.6,13.7,37991.69,768,32.51,30569.46,5604.14,0.1833,,
UAE,Accessories,39.17,0.27,3.12,93.49,0.76,32.47,45,77.6,1.9,45969.76,621,31.43,24322.04,4805.12,0.1976,4754,
Kuwait,Shoes,95.11,0.25,7.171150595,52.71,1.25,96.74,63,75.6,13,38084.17,465,61.31,44224.56,15717.34,0.3554,2868,0.568372099
Oman,Shoes,194.26,0.38,3.44,29.91,1.14,195.48,42,77.42,13.9,3072.7,227,134.74,44097.37,13510.32,0.3064,6810,
Kuwait,Shoes,160.35,0.21,4.13,98.7,1.22,192.97,28,73.09,3.7,16490.33,404,96.59,64782,25759.77,0.3976,,
Bahrain,Accessories,47.03,0.09,3.68,60.37,1.22,46.6,20,76.2,7.7,10854.46,539,36,25350.53,5947.3,0.2346,,0.77912478
Kuwait,Shoes,190.04,0.47,,98.61,1.27,150.69,43,,13.1,34971.2,396,111.99,75257.81,30908.41,0.4107,,
Bahrain,Accessories,17.44,0.18,3.11,77.54,0.76,17.22,6,80.27,3.1,21917.59,428,14.51,7466.37,1255.15,0.1681,,
Qatar,Apparel,98.34,0.24,3.59,54.83,0.99,91.14,27,80.01,,42567.18,478,70.17,47007.06,13464.29,0.2864,861,
Bahrain,Accessories,14.21,0.48,7.171150595,20.93,1.28,16.19,61,65.79,7.3,36421.59,708,11.6,10057.62,1847.23,0.1837,9449,0.927288672
Bahrain,Apparel,64.02,0.36,4.74,72.02,0.74,50.68,6,79.77,9.8,26096.34,454,40.96,29063.19,10469.32,0.3602,,
Kuwait,Accessories,78.72,0.43,3.61,25.12,0.75,97.07,69,84.64,12.4,42964.56,512,59.6,40303.08,9790.4,0.2429,,
Saudi Arabia,Apparel,101.65,0.49,4.92,58.43,0.77,,25,74.43,5.6,48108.71,447,63.15,45437.86,17211.23,0.3788,2266,0.929770927
Qatar,Accessories,58.43,0.4,4.48,63.71,0.97,65.77,31,89.25,2.8,28516.31,682,47.69,39846.36,7324.96,0.1838,4665,
Oman,Apparel,43.88,0.28,4.76,78.97,0.84,46.55,62,62.86,1.7,45052.06,543,32.3,23824.78,6286.41,0.2639,,
Saudi Arabia,Shoes,98.14,0.27,3.39,77.35,1.01,103.51,42,87.43,6.2,35306.08,437,54,42885,19287.36,0.4497,1443,0.304872969
Saudi Arabia,Apparel,129.72,0.07,4.52,52.33,0.93,106.64,63,85.95,2.1,29625.99,502,86.1,65120.99,21898,0.3363,,
Bahrain,Accessories,59.55,0.13,3.94,36.62,0.92,65.97,5,64.67,4.5,22050.05,442,50.24,26320.67,4113.29,0.1563,2729,
Bahrain,Apparel,100.87,0.48,3.63,61.4,1.21,,44,71.44,10.1,38338.58,501,60.57,50535.51,20188.66,0.3995,2972,
Kuwait,Shoes,88.66,0.19,5,93.15,0.87,94.69,30,73.47,,13407.27,404,52.52,35817.94,14598.11,0.4076,6677,
Qatar,Apparel,47.82,0.12,3.03,28.44,1.2,38.95,38,85.11,4,49922.37,501,31.22,23956.44,8317.46,0.3472,9430,0.735856627
UAE,Apparel,113.97,0.01,3.71,54.4,1.05,123.56,25,62.06,6.3,22812.5,381,78.65,43424.32,13458.4,0.3099,,0.539242542
Saudi Arabia,Apparel,29.86,0.28,4.77,92.42,0.73,,14,91.62,6.1,20355.45,504,18.92,15048.27,5510.11,0.3662,,0.621937241
UAE,Apparel,119.33,0.32,4.76,32.47,1.12,115.5,51,79.36,4.4,22947.51,509,73.93,60740.64,23111.23,0.3805,2225,0.95062982
Kuwait,Shoes,230.37,0.48,4.39,29.16,1.09,192.4,6,75.65,4.3,7790.84,180,158.38,41465.86,12957.83,0.3125,,0.091285547
UAE,Shoes,181.67,0.33,,38.13,0.72,141.57,7,78.06,7.9,43130.77,294,117.31,53410.26,18919.66,0.3542,2718,
UAE,Shoes,74.2,0.31,3.15,60.08,0.85,91.14,28,62.42,4.3,17740.92,425,51.55,31535.18,9626.77,0.3053,,0.362363812
Oman,Shoes,191.39,0.35,4.97,60.64,1.05,230.24,64,67.52,6.8,7058.03,338,113.84,64691.07,26211.67,0.4052,,
Oman,Accessories,66.97,0.34,3.25,98.03,1.28,,59,78.3,2.5,17452.01,650,52.98,43533.72,9099.36,0.209,,
Oman,Shoes,193.25,0.4,4.43,52.87,1.28,,43,68.39,8.3,19832.73,368,134.91,71114.88,21469.29,0.3019,,
Kuwait,Apparel,51.64,0.03,3.91,65.59,0.96,62.64,32,82.74,1.2,49769.53,441,33.05,22775.31,8201.86,0.3601,1594,
Saudi Arabia,Accessories,15.66,0.4,3.57,52.59,0.83,13.93,29,94.8,11.1,26464.53,571,12.88,8940.79,1587.37,0.1775,,
Qatar,Shoes,149.51,0.02,4.95,49.21,0.89,164.95,12,,9.6,43481.04,306,92.49,45748.6,17448.08,0.3814,436,
Kuwait,Accessories,34.72,0.09,4.69,53.49,1,,15,63.33,1.3,2814.9,599,26.43,20797.16,4968.22,0.2389,,
UAE,Shoes,92.8,0.38,3.22,80.66,0.75,107.21,54,65.98,5,37480.56,467,52.22,43339.21,18953.26,0.4373,9616,0.331150627
Saudi Arabia,Shoes,87.66,0.37,4.18,91.1,1.26,86.58,12,68.17,13.8,36238.67,422,57.16,36994.11,12872.02,0.3479,,0.865027639
Kuwait,Shoes,150.17,0.42,4.21,72.83,1.06,186.11,19,80.04,1.2,27222.13,397,84.89,59616.97,25914.81,0.4347,,0.749628384
Oman,Accessories,16.36,0.35,4.29,48.24,1.2,18.63,42,60.15,4.6,39409.02,651,13.87,10649.71,1621.37,0.1522,,
Kuwait,Shoes,116.93,0.1,4.7,56.21,1.06,102.68,39,97.56,7.1,30277.77,371,72.28,43381.9,16566.3,0.3819,,
Qatar,Unknown_Category,44.66,0.37,,26.21,0.79,38.99,47,92.58,6.1,28863.07,516,37.8,23042.94,3538.65,0.1536,,0.379379926
UAE,Shoes,197.18,0.31,3.88,52.59,1.04,244.68,27,65.24,5,14142.32,386,115.6,76111.31,31490.31,0.4137,,
Kuwait,Accessories,29.26,0.14,4.81,75.12,1.25,25.08,39,96.63,11,19067.04,711,22.45,20801.79,4839.34,0.2326,,0.110199816
UAE,Apparel,96.88,0.11,3.84,98.57,1.07,94.11,38,70.05,10.5,7934.1,561,65.35,54351.13,17690.58,0.3255,3916,
Saudi Arabia,Accessories,17.34,0.32,4.67,64.84,0.83,14.11,22,70.64,9,6513.88,568,14.13,9851.88,1827.77,0.1855,,0.089174604
Bahrain,Accessories,84.41,0.25,3.72,27.49,1.12,67.91,14,91.28,6.6,3321.68,495,68.51,41780.74,7866.03,0.1883,,
Oman,Shoes,121.39,0.13,4.91,47.95,1.25,,23,61.49,5,14876.54,380,83.85,46127.28,14262.8,0.3092,9339,
Kuwait,Shoes,167.59,0.36,3.52,60.82,0.83,157.2,13,93.61,13,2623.86,218,108.32,36535.03,12921.79,0.3537,,
UAE,Shoes,184.23,0.01,4.24,39.97,0.73,177.99,56,78.03,12.4,18840.38,307,125.54,56557.67,18016.03,0.3185,178,
UAE,Shoes,168.82,0.04,4.98,50.05,0.99,154.97,21,86.61,5.9,38496.05,265,114.27,44738.53,14455.98,0.3231,,
Oman,Shoes,194.56,0.3,3.04,34.66,1.26,191.8,41,60.54,2.4,49847.97,284,129.23,55255.59,18554.88,0.3358,,0.683529254
Bahrain,Accessories,66.37,0.24,3.28,95.14,0.73,78.76,26,96.71,11,44259.53,508,52.94,33713.92,6821.12,0.2023,,0.752248419
UAE,Accessories,79.46,0.22,3.05,49.32,1.24,64.32,43,71.13,8.7,30425.81,670,62.18,53240.83,11578.49,0.2175,,
UAE,Shoes,83.05,0.38,4.66,84.31,1.03,68.07,39,83.38,5.8,46768.21,549,57.79,45597.17,13871.8,0.3042,,0.278589021
Qatar,Apparel,109.9,0.17,4.15,47.35,1.01,97.32,47,73.17,,12396.3,595,69.1,65391.69,24280.03,0.3713,5140,0.804295409
Saudi Arabia,Shoes,245.91,0.31,4.19,36.01,1.16,215.42,6,,3.9,3607.97,225,144.58,55329.98,22800.42,0.4121,,
Saudi Arabia,Apparel,116.45,0.33,4.33,50.54,1.13,134.5,63,99.08,,38526.68,553,82.15,64399.39,18972.59,0.2946,,0.829616161
Saudi Arabia,Shoes,233.78,0.49,3.07,31.37,0.91,186.16,40,67.88,6.8,1575.98,268,137.51,62653.58,25801.03,0.4118,,
Oman,Shoes,86.94,0.5,5,74.56,0.82,73.9,43,87.3,2.2,26141.58,469,49.47,40775.27,17573.76,0.431,7690,
Bahrain,Accessories,78.18,0.28,4.93,68.86,0.99,91.12,21,,2,38909.72,609,56.88,47612.8,12972.15,0.2725,5461,
Saudi Arabia,Shoes,173.64,0.17,3.69,24.21,1.15,200.44,56,93.94,7,33551.71,286,99.97,49661.45,21070.58,0.4243,1359,0.477281066
Saudi Arabia,Apparel,109.15,0.39,3.4,74.6,1.08,131.02,51,92.34,6.1,39963.27,519,80.01,56651.18,15124.58,0.267,,0.874259915
UAE,Apparel,-102.63,0.27,4.09,65.39,0.77,120.16,6,79.23,6.3,8349.02,359,70.2,36843.54,11640,0.3159,,0.419520486
Saudi Arabia,Shoes,232.76,0.19,3.19,71.21,1.02,210.38,17,98.38,1.8,5431.58,233,138.17,54233.01,22039.95,0.4064,,
Saudi Arabia,Accessories,34.62,0.01,4.2,23.58,0.71,32.47,69,87.56,2.3,34720.59,507,28.01,17551.59,3350.17,0.1909,1567,
Kuwait,Apparel,107.83,0.37,3.75,66.14,0.79,115.12,66,88.01,5.5,21105.72,457,67.51,49279.47,18425.56,0.3739,,
Qatar,Apparel,45.56,0.24,4.78,39.71,0.76,39.82,46,83.61,6.2,48234.83,481,33.39,21912.4,5850.03,0.267,,
UAE,Accessories,14.56,0.28,3.02,44.36,1.24,11.56,49,96.96,7.4,35732.65,729,11.27,10613.39,2398.27,0.226,,0.79532185
Qatar,Apparel,61.47,0.23,4.31,38.46,0.99,65.01,24,74.72,12.2,47994.72,459,41.66,28212.95,9092.63,0.3223,,0.296045787
Kuwait,Shoes,108.71,0.4,3.86,88.86,0.82,93.18,15,87.64,3.9,45435.23,351,71.74,38158.41,12978.9,0.3401,6252,0.182274674
Kuwait,Accessories,20.79,0.01,4.46,59.48,1.08,23.6,52,70.83,8.1,44594.3,693,17.52,14406.55,2263.88,0.1571,,0.051388488
Bahrain,Shoes,171.65,0.02,3.96,37.73,0.78,184.67,36,68.3,12.2,18321.62,251,97.45,43085.22,18625.11,0.4323,,
Saudi Arabia,Unknown_Category,108.74,0.08,,91.17,1.09,85.39,54,80.76,,2491.54,527,67.06,57303.59,21961.19,0.3832,,0.988978328
Oman,Apparel,107.52,0.15,4.31,77.93,1.17,82.25,31,76.39,9.3,1972.58,471,71.26,50640.61,17078.85,0.3373,3350,
UAE,Shoes,94.76,0.03,3.66,42.61,1.23,109.48,21,95.18,7.9,9938.31,325,55.69,30798,12700.27,0.4124,,0.781267249
UAE,Apparel,25.58,0.27,4.04,50.73,1.11,22.47,41,65.65,3.1,48139.97,598,18.55,15295.65,4203.63,0.2748,,
Bahrain,Shoes,206.8,0.43,4.16,92.3,0.91,183.23,30,80.1,9.7,10319.1,295,119.88,61005.64,25639.71,0.4203,,
Kuwait,Accessories,14.84,0.37,,30.1,1.02,16.29,9,87.9,12.4,32909.25,567,10.68,8414.96,2361.11,0.2806,7450,
Oman,Shoes,201.26,0.45,3.65,37.46,0.98,202.01,31,69.49,12.3,36914.09,188,114.59,37836.44,16294.27,0.4307,,
Bahrain,Accessories,63.5,0.07,,65.07,0.91,,35,86.33,,48162.66,473,49.43,30034.33,6653.55,0.2215,,
UAE,Apparel,32.8,0.42,3.65,88.73,0.91,39.15,20,,8.2,47096.74,574,19.9,18825.3,7404.69,0.3933,9129,
Saudi Arabia,Apparel,31.13,0.34,4.54,62.58,1.24,32.22,26,80.11,3,22277.13,625,22.53,19454.15,5371.35,0.2761,,
Qatar,Apparel,98.91,0.18,3.44,37.07,0.86,110.74,67,98.99,4,10404.5,422,72.92,41738,10966.91,0.2628,,0.198022566
Saudi Arabia,Shoes,212.14,0.1,4.18,20.95,1.29,190.78,35,87.83,9,31831.46,215,132.63,45610.05,17095.14,0.3748,,
Oman,Apparel,25.72,0.47,4.79,24.99,0.94,31.32,17,85.67,5.8,41421.59,534,16.52,13734.35,4911.57,0.3576,,0.997595012
Bahrain,Accessories,70.63,0.37,4.78,67.73,1.05,66.41,57,71.16,9.8,12533.78,660,51.13,46616.84,12867.83,0.276,,
UAE,Accessories,84.16,0.38,4.2,79.79,1.11,73.44,63,,9.6,5899.5,796,59.01,66990.92,20022.64,0.2989,2905,0.793237961
UAE,Accessories,68.84,0.3,3.67,78.35,1.16,81.59,5,86.67,12.6,2126.95,646,55.97,44467.74,8309.49,0.1869,427,
UAE,Apparel,55.33,0.06,3.38,25.77,1.22,58.76,7,97.94,10.3,17204.5,503,35.77,27830.94,9839.05,0.3535,,0.901305785
Qatar,Accessories,48.02,0.08,4.04,59.78,0.8,40.83,31,84.04,11.3,6133.69,496,34.78,23816.57,6564.56,0.2756,2682,0.879891081
Qatar,Shoes,102.39,0.43,3.45,70.27,0.9,127.57,12,95.23,10.3,34458.68,423,60.59,43311.15,17679.8,0.4082,6411,
Saudi Arabia,Accessories,66.07,0.26,4.49,74.35,1.09,58.38,16,78.03,11.8,34283.55,640,48,42286.64,11564.33,0.2735,,0.61089272
Bahrain,Accessories,15.55,0.14,4.3,27.7,0.91,15.31,32,79.06,11.9,41976.29,514,12.69,7991.31,1467.79,0.1837,8302,
UAE,Apparel,68.09,0.44,4.61,32.76,0.79,68.24,20,,12.1,40575.92,506,50.72,34453.83,8789.71,0.2551,,
Bahrain,Accessories,63.21,0.37,4.96,62.55,1.05,77.85,53,63,7.2,15254.72,657,46.31,41526.58,11100.98,0.2673,,
Oman,Apparel,48.65,0.35,3.52,27.81,0.79,43.76,67,64.42,6.3,39024.35,405,30.73,19704.22,7258.43,0.3684,7724,
Qatar,Apparel,57.42,0.39,3.5,34.93,0.95,55.91,46,89.13,10.7,14126.95,550,37.56,31582.23,10925.08,0.3459,,0.202269856
Bahrain,Shoes,232.73,0.4,3.24,49.15,0.79,224.91,63,71.99,9.8,8023.84,306,141.87,71214.66,27802.8,0.3904,,
Bahrain,Apparel,55.56,0.42,4.09,56.13,0.82,58.24,53,93.95,,19872.86,472,36.16,26222.63,9153.45,0.3491,6709,
UAE,Accessories,37.3,0.47,4.94,79.64,0.81,36.57,37,91.27,6.1,41592.04,716,28.85,26705.06,6047.26,0.2264,,0.00905481
Kuwait,Shoes,176.06,0.11,3.81,88.55,1.02,183.13,30,82.2,,19144.32,328,112.58,57749.25,20824.33,0.3606,,0.786388829
Qatar,Accessories,8.46,0.32,3.08,48.81,0.91,10.53,57,97.79,13.9,26400.27,636,6.09,5379.25,1505.62,0.2799,,
Saudi Arabia,Accessories,35.61,0.16,,85.76,0.91,38.82,11,79.14,8.7,48440.38,608,29.52,21650.53,3703.91,0.1711,,
Kuwait,Apparel,128.57,0.07,4.9,76.69,0.72,140.77,44,94.28,13.6,25701.89,337,78.47,43329.69,16885.1,0.3897,66,
UAE,Apparel,59.68,0.49,3.13,60.01,1.16,50.18,65,87.24,11.6,13698.35,679,44.33,40519.76,10420.99,0.2572,,0.647290633
Kuwait,Apparel,80.07,0.2,3.39,48.62,0.71,99.55,27,86.39,12.2,32497.04,351,53.95,28105.27,9170.23,0.3263,1785,0.516782621
Qatar,Accessories,23.64,0.44,4.19,26.22,0.94,28.17,57,76.78,12.8,7961.94,652,18.17,15410.84,3561.22,0.2311,,
UAE,Apparel,47.1,0.15,4.22,42.62,0.76,56.45,67,,5.3,23723.6,511,34.87,24068.94,6249.08,0.2596,,
Oman,Shoes,80.52,0.3,3.93,44.94,0.93,61.79,65,81.19,5,18929.56,429,54.71,34545.12,11074.24,0.3206,8047,
Qatar,Accessories,76.07,0.26,4.01,96.39,0.71,59.33,55,,12.3,43324.46,570,54.74,43361.39,12157.36,0.2804,,
Oman,Accessories,44.9,0.39,3.8,75.04,1.28,52.1,65,62.68,3.4,9754.68,717,36.99,32192.86,5668.36,0.1761,6203,0.390509189
Kuwait,Apparel,73.66,0.07,3.68,54.99,0.73,74.17,52,82.19,8.7,1424.33,385,52.17,28360.57,8274.49,0.2918,7676,
UAE,Apparel,121.53,0.44,3.94,51.76,1.07,145.51,46,77.1,11.4,27847.12,557,77.58,67689.63,24478.99,0.3616,,
UAE,Shoes,233.05,0.39,3.77,78.37,1.04,229.43,6,96.78,4.7,36165.03,215,161.55,50104.75,15371.69,0.3068,,
Bahrain,Accessories,43.52,0.14,3.4,73.76,0.77,38.96,32,98.96,9.6,48005.4,496,30.49,21586.11,6463.3,0.2994,,
Kuwait,Accessories,45.44,0.33,4.01,53.17,0.98,56.01,23,64.42,5.4,26246.09,563,36.47,25585.25,5055,0.1976,,
Oman,Accessories,79.74,0.27,4.78,70.29,0.74,98.69,54,,7.7,9711.31,571,58.72,45531.21,12004.39,0.2637,7454,
Bahrain,Apparel,126.2,0.39,4.51,67.82,1.06,156.37,36,82.52,1.9,8261.99,533,80.03,67262.03,24606.02,0.3658,,0.656410136
Bahrain,Apparel,79.59,0.36,3.6,31.85,1.13,91.85,56,63.32,13,5342.9,495,51.98,39398.4,13668.45,0.3469,360,
Qatar,Shoes,144.85,0.07,4.09,48.76,0.91,137.83,62,62.68,4.5,9386.95,350,97.31,50696.21,16637.55,0.3282,,
UAE,Apparel,129.3,0.02,,92.47,1.3,158.13,34,70.09,2.2,29193.32,588,80.54,76030.32,28671.15,0.3771,,
Kuwait,Apparel,56.3,0.4,3.22,74.94,1.25,68.81,35,93.71,10.2,43583.5,594,40.48,33441.82,9394.37,0.2809,,
Kuwait,Apparel,87.81,0.38,4.39,20.42,0.95,81.1,44,87.51,4.2,20737.97,502,63.55,44079.75,12179.44,0.2763,,0.815628402
Kuwait,Shoes,179.26,0.11,3,81.78,0.78,150.62,32,98.01,6.6,21389.93,238,125.36,42662.97,12828.44,0.3007,8680,
Kuwait,Apparel,80.57,0.49,3.83,59.29,1.09,83.12,60,79.01,2.2,38062.28,546,49.03,43988.57,17220.36,0.3915,,
Qatar,Accessories,74.97,0.05,,68.9,1.03,74.13,52,60.54,,43336.21,650,54.95,48733.14,13015.09,0.2671,,
Bahrain,Apparel,135.36,0.41,4.85,21.05,1.05,,29,62.62,3.1,31586.58,441,95.58,59693.66,17541.02,0.2939,,0.348599141
Saudi Arabia,Shoes,99.34,0.22,4.63,95.36,0.8,,68,63.82,,19639.04,450,66.42,44702.14,14814.42,0.3314,,0.571283478
Kuwait,Apparel,85.8,0.28,3.19,60.71,1.04,66.07,48,95.04,4.6,43582.97,459,55.29,39383.24,14005.16,0.3556,,
Kuwait,Accessories,25.54,0.02,4.04,48.94,0.85,21.5,27,66.02,7.5,34648.77,489,20.57,12489.56,2431.05,0.1946,476,
Oman,Apparel,53.39,0.41,3.46,22.64,0.83,66.24,14,65.34,8.2,20172.72,362,34.94,19325.53,6678.1,0.3456,,0.151019737
Oman,Accessories,38.5,0.08,3.09,92.15,0.96,40.68,31,,5.1,22620.27,490,31.02,18863.95,3663.16,0.1942,,0.881170022
Qatar,Accessories,8.83,0.22,3.9,62.45,0.93,,21,73.93,10.7,43360.7,677,7.25,5980.98,1074.93,0.1797,3435,
UAE,Apparel,37.99,0.07,3.72,42.28,1.15,40.6,33,74.87,5.5,38464.37,570,28.08,21652.01,5646.14,0.2608,8284,
Oman,Shoes,101.53,0.22,4.63,45.41,1.07,102.78,24,98.41,10.7,18973.05,352,58.67,35740.17,15089.17,0.4222,135,0.773930692
Oman,Apparel,66.33,0.46,4.65,52.83,1.04,60.28,52,91.31,2.9,42224.13,585,40.53,38803.85,15091.56,0.3889,,
Qatar,Accessories,9.99,0.33,4.6,70.96,0.9,10.69,49,63.6,2.1,32455.75,679,7.89,6780.45,1420.37,0.2095,,0.356922578
Kuwait,Apparel,66.05,0.29,4.92,33.16,0.84,58.07,41,74.55,4.1,29455.24,475,43.11,31371.71,10892.89,0.3472,8928,
Oman,Unknown_Category,54.53,0.41,4.37,30.62,0.91,62.57,48,92.69,13.1,16618.89,516,45.77,28139.24,4521.77,0.1607,,
Bahrain,Shoes,146.56,0.49,3.35,98.49,0.95,155.66,32,86.79,5.4,36591.91,360,90.71,52759.85,20103.72,0.381,,0.872320732
UAE,Accessories,52.25,0.41,3.21,27.6,1.23,58.74,36,62.09,,36774.13,700,38.39,36571.59,9699.7,0.2652,,
Saudi Arabia,Accessories,26.82,0.35,3.7,55.18,0.96,23.57,18,63.67,11.9,4675.32,582,19.2,15608.51,4434.74,0.2841,,
Oman,Shoes,173.27,0.2,3.22,94.46,0.84,199.69,65,71.9,5.4,46406.92,304,112.75,52674.41,18397.51,0.3493,1523,
Kuwait,Apparel,133.63,0.04,3.81,20.36,0.92,161.22,41,83.71,5.8,9889.48,317,97.34,42360.22,11504.96,0.2716,7789,0.54838951
Qatar,Apparel,109.56,0.1,4.21,30.83,0.79,102.94,15,84.64,10.5,36599.56,350,78.73,38346.73,10790.22,0.2814,,0.442580285
UAE,Accessories,75.2,0.34,3.33,22.97,1.11,89.79,18,80.26,5.4,2978.18,639,63.21,48050.01,7656.09,0.1593,,
UAE,Shoes,233.9,0.1,3.1,33.63,0.75,233.7,42,76.18,5.2,3631.08,216,129.75,50521.37,22495.95,0.4453,9527,0.185865427
Saudi Arabia,Apparel,95.45,0.46,4,43.09,0.87,105.12,38,71.53,5.2,30653.95,446,65.44,42569.02,13380.78,0.3143,,
Qatar,Apparel,119.77,0.35,3.34,52.16,0.9,101.8,69,62.48,3.7,18684.72,519,83.73,62160.3,18704.6,0.3009,,
Kuwait,Shoes,99.82,0.49,4.12,70.92,0.92,114.4,45,83.39,3.9,27750.43,492,66.69,49112.75,16303.38,0.332,,0.916507974
Oman,Shoes,89.88,0.34,4.55,43.88,1.12,85.29,35,71.23,4.2,43320.45,358,58.6,32178.53,11198.66,0.348,,0.835783598
UAE,Accessories,45.69,0.27,3.5,66.76,0.92,55.26,31,81.39,1.8,33076.38,609,38.25,27822.75,4531.15,0.1629,1616,0.284019326
Saudi Arabia,Apparel,124.74,0.08,3.12,43.86,1.02,118.03,11,93.87,9.3,14401.73,392,80.01,48896.78,17531.44,0.3585,,
Qatar,Apparel,75.55,0.25,3.36,60.39,1.22,63.32,12,75.47,7,5573.48,501,49.75,37851.12,12927.08,0.3415,,0.900148007
Kuwait,Accessories,74.04,0.17,3.38,88.3,1.27,68.47,30,76.91,2.3,27068.72,650,55.21,48124,12239.49,0.2543,9194,0.448677707
Bahrain,Accessories,67.23,0.02,3.88,85.64,1.28,51.78,27,79.01,13.7,4382.35,572,52.38,38456.75,8497.91,0.221,,
